raw_ID_sample_number,sample_ID,pH_treatment,Food,Replicate,Run,time,Chaet_count,PLY_count,Low_chlorophyll_count,Volume (µL),Chaet_cell.ml,PLY_cell.ml,Low_chlorophyll_cell.ml
NA,8.0A,8,fed,A,1,0,1286,59,678,33,38969.69697,1787.878788,20545.45455
NA,8.0A,8,fed,A,1,10,1169,46,713,33,35424.24242,1393.939394,21606.06061
NA,8.0A,8,fed,A,1,27,1154,56,636,33,34969.69697,1696.969697,19272.72727
NA,8.0A,8,fed,A,1,47,1109,50,2374,33,33606.06061,1515.151515,71939.39394
NA,8.0A,8,fed,A,1,57,1075,35,607,33,32575.75758,1060.606061,18393.93939
NA,8.0A,8,fed,A,1,70,1045,48,658,33,31666.66667,1454.545455,19939.39394
NA,8.0A,8,fed,A,1,90,981,22,655,33,29727.27273,666.6666667,19848.48485
NA,8.0B ,8,fed,B,1,0,1269,63,733,33,38454.54545,1909.090909,22212.12121
NA,8.0B ,8,fed,B,1,10,1251,60,691,33,37909.09091,1818.181818,20939.39394
NA,8.0B ,8,fed,B,1,27,1170,63,628,33,35454.54545,1909.090909,19030.30303
NA,8.0B ,8,fed,B,1,47,1101,56,921,33,33363.63636,1696.969697,27909.09091
NA,8.0B ,8,fed,B,1,57,927,48,534,33,28090.90909,1454.545455,16181.81818
NA,8.0B ,8,fed,B,1,70,950,47,572,33,28787.87879,1424.242424,17333.33333
NA,8.0B ,8,fed,B,1,90,715,49,408,33,21666.66667,1484.848485,12363.63636
NA,8.0C,8,fed,C,1,0,1275,73,764,33,38636.36364,2212.121212,23151.51515
NA,8.0C,8,fed,C,1,10,1229,56,788,33,37242.42424,1696.969697,23878.78788
NA,8.0C,8,fed,C,1,27,1296,60,759,33,39272.72727,1818.181818,23000
NA,8.0C,8,fed,C,1,47,1024,46,668,33,31030.30303,1393.939394,20242.42424
NA,8.0C,8,fed,C,1,57,927,31,595,33,28090.90909,939.3939394,18030.30303
NA,8.0C,8,fed,C,1,70,882,44,534,33,26727.27273,1333.333333,16181.81818
NA,8.0C,8,fed,C,1,90,1011,101,628,33,30636.36364,3060.606061,19030.30303
NA,Blank,8,NA,NA,1,0,1275,74,767,33,38636.36364,2242.424242,23242.42424
NA,Blank,8,NA,NA,1,10,1273,61,698,33,38575.75758,1848.484848,21151.51515
NA,Blank,8,NA,NA,1,27,1329,201,755,33,40272.72727,6090.909091,22878.78788
NA,Blank,8,NA,NA,1,47,1215,79,759,33,36818.18182,2393.939394,23000
NA,Blank,8,NA,NA,1,57,1228,60,713,33,37212.12121,1818.181818,21606.06061
NA,Blank,8,NA,NA,1,70,1256,45,695,33,38060.60606,1363.636364,21060.60606
NA,Blank,8,NA,NA,1,90,1266,63,660,33,38363.63636,1909.090909,20000
NA,7.5A,7.5,fed,A,1,0,1245,69,717,33,37727.27273,2090.909091,21727.27273
NA,7.5A,7.5,fed,A,1,10,1127,55,666,33,34151.51515,1666.666667,20181.81818
NA,7.5A,7.5,fed,A,1,27,1029,266,640,33,31181.81818,8060.606061,19393.93939
NA,7.5A,7.5,fed,A,1,47,941,41,518,33,28515.15152,1242.424242,15696.9697
NA,7.5A,7.5,fed,A,1,57,651,28,504,33,19727.27273,848.4848485,15272.72727
NA,7.5A,7.5,fed,A,1,70,799,48,502,33,24212.12121,1454.545455,15212.12121
NA,7.5A,7.5,fed,A,1,90,498,22,375,33,15090.90909,666.6666667,11363.63636
NA,7.5B,7.5,fed,B,1,0,1255,75,723,33,38030.30303,2272.727273,21909.09091
NA,7.5B,7.5,fed,B,1,10,1270,66,744,33,38484.84848,2000,22545.45455
NA,7.5B,7.5,fed,B,1,27,1053,52,618,33,31909.09091,1575.757576,18727.27273
NA,7.5B,7.5,fed,B,1,47,979,45,699,33,29666.66667,1363.636364,21181.81818
NA,7.5B,7.5,fed,B,1,57,786,35,480,33,23818.18182,1060.606061,14545.45455
NA,7.5B,7.5,fed,B,1,70,754,29,487,33,22848.48485,878.7878788,14757.57576
NA,7.5B,7.5,fed,B,1,90,672,28,515,33,20363.63636,848.4848485,15606.06061
NA,7.5C,7.5,fed,C,1,0,1296,61,780,33,39272.72727,1848.484848,23636.36364
NA,7.5C,7.5,fed,C,1,10,1160,45,690,33,35151.51515,1363.636364,20909.09091
NA,7.5C,7.5,fed,C,1,27,982,171,608,33,29757.57576,5181.818182,18424.24242
NA,7.5C,7.5,fed,C,1,47,858,32,589,33,26000,969.6969697,17848.48485
NA,7.5C,7.5,fed,C,1,57,676,40,547,33,20484.84848,1212.121212,16575.75758
NA,7.5C,7.5,fed,C,1,70,855,30,522,33,25909.09091,909.0909091,15818.18182
NA,7.5C,7.5,fed,C,1,90,475,16,467,33,14393.93939,484.8484848,14151.51515
NA,Blank,7.5,NA,NA,1,90,1245,74,667,33,37727.27273,2242.424242,20212.12121
NA,Blank,7.5,NA,NA,1,90,1306,74,738,33,39575.75758,2242.424242,22363.63636
NA,Blank,7.5,NA,NA,1,90,1226,198,795,33,37151.51515,6000,24090.90909
NA,Blank,7.5,NA,NA,1,90,1248,73,748,33,37818.18182,2212.121212,22666.66667
NA,Blank,7.5,NA,NA,1,90,1204,48,693,33,36484.84848,1454.545455,21000
NA,Blank,7.5,NA,NA,1,90,1302,46,701,33,39454.54545,1393.939394,21242.42424
NA,Blank,7.5,NA,NA,1,90,1235,43,703,33,37424.24242,1303.030303,21303.0303
NA,8.0D,8,fed,D,2,0,1236,73,856,33,37454.54545,2212.121212,25939.39394
NA,8.0D,8,fed,D,2,10,1219,89,709,33,36939.39394,2696.969697,21484.84848
NA,8.0D,8,fed,D,2,20,1176,79,879,33,35636.36364,2393.939394,26636.36364
NA,8.0D,8,fed,D,2,30,1186,92,822,33,35939.39394,2787.878788,24909.09091
NA,8.0D,8,fed,D,2,40,887,39,529,33,26878.78788,1181.818182,16030.30303
NA,8.0D,8,fed,D,2,50,831,30,499,33,25181.81818,909.0909091,15121.21212
NA,8.0D,8,fed,D,2,70,852,30,556,33,25818.18182,909.0909091,16848.48485
NA,8.0D,8,fed,D,2,90,596,31,364,33,18060.60606,939.3939394,11030.30303
NA,8.0A,8,fed,A,2,0,1299,113,685,33,39363.63636,3424.242424,20757.57576
NA,8.0A,8,fed,A,2,10,1080,121,621,33,32727.27273,3666.666667,18818.18182
NA,8.0A,8,fed,A,2,20,762,42,466,33,23090.90909,1272.727273,14121.21212
NA,8.0A,8,fed,A,2,30,772,81,1076,33,23393.93939,2454.545455,32606.06061
NA,8.0A,8,fed,A,2,40,492,21,380,33,14909.09091,636.3636364,11515.15152
NA,8.0A,8,fed,A,2,50,726,37,610,33,22000,1121.212121,18484.84848
NA,8.0A,8,fed,A,2,70,772,45,553,33,23393.93939,1363.636364,16757.57576
NA,8.0A,8,fed,A,2,90,532,31,415,33,16121.21212,939.3939394,12575.75758
NA,8.0B,8,fed,B ,2,0,1284,105,732,33,38909.09091,3181.818182,22181.81818
NA,8.0B,8,fed,B,2,10,1192,58,755,33,36121.21212,1757.575758,22878.78788
NA,8.0B,8,fed,B,2,20,1192,51,743,33,36121.21212,1545.454545,22515.15152
NA,8.0B,8,fed,B,2,30,1035,109,730,33,31363.63636,3303.030303,22121.21212
NA,8.0B,8,fed,B,2,40,1094,33,1383,33,33151.51515,1000,41909.09091
NA,8.0B,8,fed,B,2,50,941,34,632,33,28515.15152,1030.30303,19151.51515
NA,8.0B,8,fed,B,2,70,991,44,603,33,30030.30303,1333.333333,18272.72727
NA,8.0B,8,fed,B,2,90,851,38,542,33,25787.87879,1151.515152,16424.24242
NA,Blank 8.0,8,NA,NA,2,0,1209,99,642,33,36636.36364,3000,19454.54545
NA,Blank 8.0,8,NA,NA,2,10,1218,71,634,33,36909.09091,2151.515152,19212.12121
NA,Blank 8.0,8,NA,NA,2,20,1275,65,653,33,38636.36364,1969.69697,19787.87879
NA,Blank 8.0,8,NA,NA,2,30,1219,223,828,33,36939.39394,6757.575758,25090.90909
NA,Blank 8.0,8,NA,NA,2,40,1180,47,632,33,35757.57576,1424.242424,19151.51515
NA,Blank 8.0,8,NA,NA,2,50,1208,50,683,33,36606.06061,1515.151515,20696.9697
NA,Blank 8.0,8,NA,NA,2,70,1230,70,678,33,37272.72727,2121.212121,20545.45455
NA,Blank 8.0,8,NA,NA,2,90,1136,139,594,33,34424.24242,4212.121212,18000
NA,7.5D,7.5,fed,D,2,0,1274,214,724,33,38606.06061,6484.848485,21939.39394
NA,7.5D,7.5,fed,D,2,10,1263,55,706,33,38272.72727,1666.666667,21393.93939
NA,7.5D,7.5,fed,D,2,20,1115,43,575,33,33787.87879,1303.030303,17424.24242
NA,7.5D,7.5,fed,D,2,30,733,115,521,33,22212.12121,3484.848485,15787.87879
NA,7.5D,7.5,fed,D,2,40,633,57,940,33,19181.81818,1727.272727,28484.84848
NA,7.5D,7.5,fed,D,2,50,822,24,491,33,24909.09091,727.2727273,14878.78788
NA,7.5D,7.5,fed,D,2,70,579,24,363,33,17545.45455,727.2727273,11000
NA,7.5D,7.5,fed,D,2,90,505,31,369,33,15303.0303,939.3939394,11181.81818
NA,7.5A,7.5,fed,A,2,0,1330,75,674,33,40303.0303,2272.727273,20424.24242
NA,7.5A,7.5,fed,A,2,10,1276,88,661,33,38666.66667,2666.666667,20030.30303
NA,7.5A,7.5,fed,A,2,20,1190,63,737,33,36060.60606,1909.090909,22333.33333
NA,7.5A,7.5,fed,A,2,30,1092,76,671,33,33090.90909,2303.030303,20333.33333
NA,7.5A,7.5,fed,A,2,40,1008,45,817,33,30545.45455,1363.636364,24757.57576
NA,7.5A,7.5,fed,A,2,50,919,39,719,33,27848.48485,1181.818182,21787.87879
NA,7.5A,7.5,fed,A,2,70,860,43,536,33,26060.60606,1303.030303,16242.42424
NA,7.5A,7.5,fed,A,2,90,768,31,477,33,23272.72727,939.3939394,14454.54545
NA,7.5B,7.5,fed,B,2,0,1258,88,949,33,38121.21212,2666.666667,28757.57576
NA,7.5B,7.5,fed,B,2,10,1091,77,654,33,33060.60606,2333.333333,19818.18182
NA,7.5B,7.5,fed,B,2,20,1067,52,596,33,32333.33333,1575.757576,18060.60606
NA,7.5B,7.5,fed,B,2,30,815,114,530,33,24696.9697,3454.545455,16060.60606
NA,7.5B,7.5,fed,B,2,40,777,39,524,33,23545.45455,1181.818182,15878.78788
NA,7.5B,7.5,fed,B,2,50,511,25,363,33,15484.84848,757.5757576,11000
NA,7.5B,7.5,fed,B,2,70,243,17,212,33,7363.636364,515.1515152,6424.242424
NA,7.5B,7.5,fed,B,2,90,180,12,184,33,5454.545455,363.6363636,5575.757576
NA,Blank 7.0,7.5,NA,NA,2,0,1263,83,1077,33,38272.72727,2515.151515,32636.36364
NA,Blank 7.0,7.5,NA,NA,2,10,1232,106,801,33,37333.33333,3212.121212,24272.72727
NA,Blank 7.0,7.5,NA,NA,2,20,1186,57,675,33,35939.39394,1727.272727,20454.54545
NA,Blank 7.0,7.5,NA,NA,2,30,1189,77,619,33,36030.30303,2333.333333,18757.57576
NA,Blank 7.0,7.5,NA,NA,2,40,1211,52,677,33,36696.9697,1575.757576,20515.15152
NA,Blank 7.0,7.5,NA,NA,2,50,1178,46,638,33,35696.9697,1393.939394,19333.33333
NA,Blank 7.0,7.5,NA,NA,2,70,1167,50,651,33,35363.63636,1515.151515,19727.27273
NA,Blank 7.0,7.5,NA,NA,2,90,1128,37,720,33,34181.81818,1121.212121,21818.18182
NA,8A,8,fed,A,3,0,1201,72,659,33,36393.93939,2181.818182,19969.69697
NA,8A,8,fed,A,3,15,1204,49,647,33,36484.84848,1484.848485,19606.06061
NA,8A,8,fed,A,3,30,1192,49,554,33,36121.21212,1484.848485,16787.87879
NA,8A,8,fed,A,3,45,1149,39,638,33,34818.18182,1181.818182,19333.33333
NA,8A,8,fed,A,3,60,1172,67,575,33,35515.15152,2030.30303,17424.24242
NA,8A,8,fed,A,3,75,1087,69,645,33,32939.39394,2090.909091,19545.45455
NA,8A,8,fed,A,3,90,1061,64,1572,33,32151.51515,1939.393939,47636.36364
NA,8C,8,fed,C,3,0,1204,72,698,33,36484.84848,2181.818182,21151.51515
NA,8C,8,fed,C,3,15,1106,69,668,33,33515.15152,2090.909091,20242.42424
NA,8c,8,fed,C,3,30,937,44,552,33,28393.93939,1333.333333,16727.27273
NA,8C,8,fed,C,3,45,946,62,552,33,28666.66667,1878.787879,16727.27273
NA,8C,8,fed,C,3,60,849,96,577,33,25727.27273,2909.090909,17484.84848
NA,8C,8,fed,C,3,75,934,71,582,33,28303.0303,2151.515152,17636.36364
NA,8C,8,fed,C,3,90,795,36,527,33,24090.90909,1090.909091,15969.69697
NA,8D,8,fed,D,3,0,1252,88,626,33,37939.39394,2666.666667,18969.69697
NA,8d,8,fed,D,3,15,1015,45,548,33,30757.57576,1363.636364,16606.06061
NA,8D,8,fed,D,3,30,753,30,483,33,22818.18182,909.0909091,14636.36364
NA,8D,8,fed,D,3,45,386,34,298,33,11696.9697,1030.30303,9030.30303
NA,8D,8,fed,D,3,60,304,88,239,33,9212.121212,2666.666667,7242.424242
NA,8D,8,fed,D,3,75,379,214,713,33,11484.84848,6484.848485,21606.06061
NA,8D,8,fed,D,3,90,363,26,311,33,11000,787.8787879,9424.242424
NA,BLANK 8.0,8,NA,NA,3,0,1288,109,639,33,39030.30303,3303.030303,19363.63636
NA,BLANK 8.0,8,NA,NA,3,15,1218,66,595,33,36909.09091,2000,18030.30303
NA,BLANK 8.0,8,NA,NA,3,30,1198,47,619,33,36303.0303,1424.242424,18757.57576
NA,BLANK 8.0,8,NA,NA,3,45,1170,63,635,33,35454.54545,1909.090909,19242.42424
NA,BLANK 8.0,8,NA,NA,3,60,1377,87,830,33,41727.27273,2636.363636,25151.51515
NA,BLANK 8.0,8,NA,NA,3,75,1220,237,574,33,36969.69697,7181.818182,17393.93939
NA,BLANK 8.0,8,NA,NA,3,90,1172,67,706,33,35515.15152,2030.30303,21393.93939
NA,7.5A,7.5,fed,A,3,0,1168,57,639,33,35393.93939,1727.272727,19363.63636
NA,7.5A,7.5,fed,A,3,15,1141,59,588,33,34575.75758,1787.878788,17818.18182
NA,7.5A,7.5,fed,A,3,30,1010,54,526,33,30606.06061,1636.363636,15939.39394
NA,7.5A,7.5,fed,A,3,45,879,36,445,33,26636.36364,1090.909091,13484.84848
NA,7.5A,7.5,fed,A,3,60,716,58,497,33,21696.9697,1757.575758,15060.60606
NA,7.5A,7.5,fed,A,3,75,939,88,519,33,28454.54545,2666.666667,15727.27273
NA,7.5A,7.5,fed,A,3,90,1237,56,669,33,37484.84848,1696.969697,20272.72727
NA,7.5C,7.5,fed,C,3,0,1026,59,673,33,31090.90909,1787.878788,20393.93939
NA,7.5C,7.5,fed,C,3,15,926,40,589,33,28060.60606,1212.121212,17848.48485
NA,7.5C,7.5,fed,C,3,30,1031,68,701,33,31242.42424,2060.606061,21242.42424
NA,7.5C,7.5,fed,C,3,45,1043,115,724,33,31606.06061,3484.848485,21939.39394
NA,7.5C,7.5,fed,C,3,60,496,136,325,33,15030.30303,4121.212121,9848.484848
NA,7.5C,7.5,fed,C,3,75,712,130,605,33,21575.75758,3939.393939,18333.33333
NA,7.5C,7.5,fed,C,3,90,1198,84,645,33,36303.0303,2545.454545,19545.45455
NA,7.5D,7.5,fed,D,3,0,1169,47,881,33,35424.24242,1424.242424,26696.9697
NA,7.5D,7.5,fed,D,3,15,1449,40,736,33,43909.09091,1212.121212,22303.0303
NA,7.5D,7.5,fed,D,3,30,1017,45,538,33,30818.18182,1363.636364,16303.0303
NA,7.5D,7.5,fed,D,3,45,884,17,494,33,26787.87879,515.1515152,14969.69697
NA,7.5D,7.5,fed,D,3,60,836,45,405,33,25333.33333,1363.636364,12272.72727
NA,7.5D,7.5,fed,D,3,75,767,27,508,33,23242.42424,818.1818182,15393.93939
NA,7.5D,7.5,fed,D,3,90,574,21,332,33,17393.93939,636.3636364,10060.60606
NA,Blank 7.5,7.5,NA,NA,3,90,1212,68,845,33,36727.27273,2060.606061,25606.06061
NA,Blank 7.5,7.5,NA,NA,3,90,1210,47,725,33,36666.66667,1424.242424,21969.69697
NA,Blank 7.5,7.5,NA,NA,3,90,1155,73,767,33,35000,2212.121212,23242.42424
NA,Blank 7.5,7.5,NA,NA,3,90,1250,57,861,33,37878.78788,1727.272727,26090.90909
NA,Blank 7.5,7.5,NA,NA,3,90,1382,61,973,33,41878.78788,1848.484848,29484.84848
NA,Blank 7.5,7.5,NA,NA,3,90,1213,120,880,33,36757.57576,3636.363636,26666.66667
NA,Blank 7.5,7.5,NA,NA,3,90,1422,150,924,33,43090.90909,4545.454545,28000
NA,8.0B,8,fed,B,4,0,1281,158,2371,33,38818.18182,4787.878788,71848.48485
NA,8.0B,8,fed,B,4,15,920,156,848,33,27878.78788,4727.272727,25696.9697
NA,8.0B,8,fed,B,4,30,1163,127,943,33,35242.42424,3848.484848,28575.75758
NA,8.0B,8,fed,B,4,45,1113,50,1109,33,33727.27273,1515.151515,33606.06061
NA,8.0B,8,fed,B,4,60,1134,43,1173,33,34363.63636,1303.030303,35545.45455
NA,8.0B,8,fed,B,4,75,1124,35,693,33,34060.60606,1060.606061,21000
NA,8.0B,8,fed,B,4,90,1118,27,696,33,33878.78788,818.1818182,21090.90909
NA,8.0C,8,fed,C,4,0,1278,75,791,33,38727.27273,2272.727273,23969.69697
NA,8.0C,8,fed,C,4,15,1236,82,652,33,37454.54545,2484.848485,19757.57576
NA,8.0C,8,fed,C,4,30,1257,200,922,33,38090.90909,6060.606061,27939.39394
NA,8.0C,8,fed,C,4,45,1176,108,749,33,35636.36364,3272.727273,22696.9697
NA,8.0C,8,fed,C,4,60,1237,59,702,33,37484.84848,1787.878788,21272.72727
NA,8.0C,8,fed,C,4,75,1218,50,683,33,36909.09091,1515.151515,20696.9697
NA,8.0C,8,fed,C,4,90,1142,37,777,33,34606.06061,1121.212121,23545.45455
NA,8.0D,8,fed,D,4,0,1273,85,804,33,38575.75758,2575.757576,24363.63636
NA,8.0D,8,fed,D,4,15,1144,114,1045,33,34666.66667,3454.545455,31666.66667
NA,8.0D,8,fed,D,4,30,854,30,508,33,25878.78788,909.0909091,15393.93939
NA,8.0D,8,fed,D,4,45,919,48,639,33,27848.48485,1454.545455,19363.63636
NA,8.0D,8,fed,D,4,60,652,31,483,33,19757.57576,939.3939394,14636.36364
NA,8.0D,8,fed,D,4,75,745,25,505,33,22575.75758,757.5757576,15303.0303
NA,8.0D,8,fed,D,4,90,734,27,450,33,22242.42424,818.1818182,13636.36364
NA,Blank 8,8,NA,NA,4,0,1327,73,724,33,40212.12121,2212.121212,21939.39394
NA,Blank 8,8,NA,NA,4,15,1269,173,659,33,38454.54545,5242.424242,19969.69697
NA,Blank 8,8,NA,NA,4,30,1262,145,688,33,38242.42424,4393.939394,20848.48485
NA,Blank 8,8,NA,NA,4,45,1243,116,662,33,37666.66667,3515.151515,20060.60606
NA,Blank 8,8,NA,NA,4,60,1156,40,708,33,35030.30303,1212.121212,21454.54545
NA,Blank 8,8,NA,NA,4,75,1213,37,691,33,36757.57576,1121.212121,20939.39394
NA,Blank 8,8,NA,NA,4,90,1199,48,736,33,36333.33333,1454.545455,22303.0303
NA,7.5B,7.5,fed,B,4,0,1227,99,1257,33,37181.81818,3000,38090.90909
NA,7.5B,7.5,fed,B,4,15,1295,127,1116,33,39242.42424,3848.484848,33818.18182
NA,7.5B,7.5,fed,B,4,30,975,142,947,33,29545.45455,4303.030303,28696.9697
NA,7.5B,7.5,fed,B,4,45,867,111,858,33,26272.72727,3363.636364,26000
NA,7.5B,7.5,fed,B,4,60,762,33,1113,33,23090.90909,1000,33727.27273
NA,7.5B,7.5,fed,B,4,75,1706,74,2092,33,51696.9697,2242.424242,63393.93939
NA,7.5B,7.5,fed,B,4,90,627,32,653,33,19000,969.6969697,19787.87879
NA,7.5C,7.5,fed,C,4,0,1205,109,694,33,36515.15152,3303.030303,21030.30303
NA,7.5C,7.5,fed,C,4,15,1253,150,1043,33,37969.69697,4545.454545,31606.06061
NA,7.5C,7.5,fed,C,4,30,1130,174,816,33,34242.42424,5272.727273,24727.27273
NA,7.5C,7.5,fed,C,4,45,1026,87,659,33,31090.90909,2636.363636,19969.69697
NA,7.5C,7.5,fed,C,4,60,1044,51,678,33,31636.36364,1545.454545,20545.45455
NA,7.5C,7.5,fed,C,4,75,1013,35,509,33,30696.9697,1060.606061,15424.24242
NA,7.5C,7.5,fed,C,4,90,911,20,480,33,27606.06061,606.0606061,14545.45455
NA,7.5D,7.5,fed,D,4,0,1252,104,842,33,37939.39394,3151.515152,25515.15152
NA,7.5D,7.5,fed,D,4,15,1203,195,825,33,36454.54545,5909.090909,25000
NA,7.5D,7.5,fed,D,4,30,1100,145,854,33,33333.33333,4393.939394,25878.78788
NA,7.5D,7.5,fed,D,4,45,1064,113,801,33,32242.42424,3424.242424,24272.72727
NA,7.5D,7.5,fed,D,4,60,1079,48,723,33,32696.9697,1454.545455,21909.09091
NA,7.5D,7.5,fed,D,4,75,1094,51,699,33,33151.51515,1545.454545,21181.81818
NA,7.5D,7.5,fed,D,4,90,976,35,693,33,29575.75758,1060.606061,21000
NA,blank 7.5,7.5,NA,NA,4,0,1287,84,650,33,39000,2545.454545,19696.9697
NA,blank 7.5,7.5,NA,NA,4,15,1246,122,645,33,37757.57576,3696.969697,19545.45455
NA,blank 7.5,7.5,NA,NA,4,30,1149,86,632,33,34818.18182,2606.060606,19151.51515
NA,blank 7.5,7.5,NA,NA,4,45,1280,113,709,33,38787.87879,3424.242424,21484.84848
NA,blank 7.5,7.5,NA,NA,4,60,1198,47,644,33,36303.0303,1424.242424,19515.15152
NA,blank 7.5,7.5,NA,NA,4,75,1229,45,606,33,37242.42424,1363.636364,18363.63636
NA,blank 7.5,7.5,NA,NA,4,90,1191,57,661,33,36090.90909,1727.272727,20030.30303
